canvas_url,album_name,song_name
https://canvaz.scdn.co/upload/artist/06HL4z0CvFAxyc27GXpf02/video/cdea0f00b2ff40a78f58e16171d62001.cnvs.mp4,Midnights (3am Edition),Lavender Haze
https://canvaz.scdn.co/upload/artist/06HL4z0CvFAxyc27GXpf02/video/39cbd2609c084c049eff6d8d1d59b800.cnvs.mp4,Midnights (3am Edition),Maroon
https://canvaz.scdn.co/upload/artist/06HL4z0CvFAxyc27GXpf02/video/1650363f5a4b49d0a59716616dd2e2fe.cnvs.mp4,Midnights (3am Edition),Anti-Hero
https://canvaz.scdn.co/upload/artist/06HL4z0CvFAxyc27GXpf02/video/2ab523410cf245d585d33a32edfe3611.cnvs.mp4,Midnights (3am Edition),Snow On The Beach (feat. Lana Del Rey)
https://canvaz.scdn.co/upload/artist/06HL4z0CvFAxyc27GXpf02/video/902bf49203144cc9baba38e2b0ef7e59.cnvs.mp4,Midnights (3am Edition),"You're On Your Own, Kid"
https://canvaz.scdn.co/upload/artist/06HL4z0CvFAxyc27GXpf02/video/7447459d2a934dbe9fa9f292e4f1ff65.cnvs.mp4,Midnights (3am Edition),Midnight Rain
https://canvaz.scdn.co/upload/artist/06HL4z0CvFAxyc27GXpf02/video/95c0d65c738b4df9a243c179a6e5613f.cnvs.mp4,Midnights (3am Edition),Question...?
https://canvaz.scdn.co/upload/artist/06HL4z0CvFAxyc27GXpf02/video/b3580b9517114411b3584e1d9ebcb4cd.cnvs.mp4,Midnights (3am Edition),Vigilante Shit
https://canvaz.scdn.co/upload/artist/06HL4z0CvFAxyc27GXpf02/video/16b9c105067e40e985635c1361b07306.cnvs.mp4,Midnights (3am Edition),Bejeweled
https://canvaz.scdn.co/upload/artist/06HL4z0CvFAxyc27GXpf02/video/5fb4a27dfe27498eb1111307ab26ee08.cnvs.mp4,Midnights (3am Edition),Labyrinth
